Unnamed: 0,name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre
14,03' Bonnie & Clyde,JAY-Z,The Blueprint 2: The Gift & The Curse,0.7083333333333334,0.759,0.678,9,0.869044506040479,0,0.314,0.23,0.0,0.15,0.327,0.2408136769635044,5ljCWsDlSyJ41kwqym2ORw,0.13858884688090736,4,hiphop
15,"1, 2 Many",Luke Combs,What You See Is What You Get,0.0,0.54,0.821,6,0.9045813503477851,1,0.0875,0.0397,0.0,0.423,0.685,0.6100205354189162,6pgN3d6oBrhmrSAKBfWNsf,0.11528733459357278,4,country
16,10 Freaky Girls (with 21 Savage),Metro Boomin,NOT ALL HEROES WEAR CAPES,0.0,0.81,0.353,6,0.7439725955755453,0,0.31,0.588,0.0,0.102,0.0727,0.23077067117738487,43lYaovU2FoeuBMNusVVVW,0.14117202268431,4,hiphop
17,100 Shots,Young Dolph,Bulletproof,0.6666666666666666,0.798,0.668,8,0.8665341770827886,1,0.25,0.135,4.6e-06,0.0583,0.154,0.5177359856688991,3TXy6nchgKeYlVwOKNk9lE,0.1945992438563327,4,hiphop
18,100 Years,Five For Fighting,The Battle For Everything,0.5,0.643,0.569,7,0.8086135662360755,1,0.0276,0.544,2.17e-05,0.178,0.275,0.4334783504253765,0B5KeB25moPkcQUnbDvj3t,0.17548865784499054,4,pop
19,1000hp,Godsmack,1000hp,0.5729166666666666,0.515,0.95,2,0.9012080958108886,1,0.0526,3.94e-05,3.75e-06,0.0366,0.464,0.25636816448308797,2DpLoT8qfJdZhsLGFg413r,0.15834971644612478,4,metal
20,10:35,Tiësto,10:35,0.9166666666666666,0.696,0.793,8,0.8537471889545527,1,0.097,0.0683,3.78e-06,0.18,0.698,0.43033249901692144,6BePGk3eCan4FqaW2X8Qy3,0.10710775047258979,4,electronic
21,11 Blocks,Wrabel,11 Blocks,0.5104166666666666,0.553,0.711,0,0.891872809999477,1,0.0378,0.0216,0.0,0.142,0.293,0.3024511425557546,7nZBRPj89rgeZ5eBLp2J7P,0.1543289224952741,4,electronic
22,1400 / 999 Freestyle,Trippie Redd,A Love Letter To You 3,0.7708333333333334,0.825,0.572,6,0.8450133361225878,0,0.0864,0.0079,0.0,0.113,0.568,0.5675765084794427,75lcPkAkUsKWHGBlGM476R,0.11060586011342155,4,hiphop
23,151 Rum,JID,DiCaprio 2,0.7083333333333334,0.756,0.867,7,0.9088436797238639,1,0.162,0.155,0.00285,0.33,0.666,0.49262535031926646,22WV03i2lBbwNVCE1g671p,0.09248298676748583,4,hiphop
24,16 Days,Whiskeytown,Strangers Almanac,0.4791666666666667,0.574,0.72,0,0.8319910046545682,1,0.0508,0.265,9.88e-06,0.0998,0.406,0.4774578524570722,3aFMz2anc9vurZw6bPunI6,0.16610018903591683,4,folk
25,17,MK,17,0.6354166666666666,0.703,0.832,0,0.8153339260498929,0,0.0689,0.00149,0.127,0.0696,0.667,0.44297832233741746,15DwFznkBJir7AK9PyMyRR,0.13001512287334593,4,electronic
26,1865 (96º In The Shade),Third World,96 Degrees In The Shade,0.5208333333333334,0.918,0.393,7,0.582971601903666,1,0.15,0.0314,0.000153,0.0269,0.803,0.5042163147349433,2Jko3yQgktaKnFcmyLv3g7,0.19744234404536862,4,reggae
27,19 Somethin' - Greatest Hits Version,Mark Wills,Greatest Hits,0.6041666666666666,0.58,0.816,4,0.8685999686208881,1,0.0726,0.132,0.0,0.0776,0.814,0.24267372402644014,0ElpjZyX8YBiXuYcDC1Ci9,0.1337750472589792,4,country
28,19 You + Me,Dan + Shay,Where It All Began,0.5520833333333334,0.493,0.67,6,0.86948904346007,1,0.0298,0.319,0.0,0.102,0.451,0.629981711617804,7ongSdLv28Z27WeCrzZXwB,0.14978638941398867,3,country
29,1952 Vincent Black Lightning,Richard Thompson,Rumor And Sigh,0.5625,0.488,0.209,10,0.4924690131269285,1,0.0369,0.374,5.05e-06,0.103,0.362,0.43424608797148756,1KueOLeUZpaNRK2InckxVT,0.21224952741020794,4,folk
30,1957,Milo Greene,Milo Greene,0.59375,0.388,0.595,1,0.7474242978923696,1,0.0325,0.663,5.58e-05,0.178,0.596,0.8675059764934991,08cXy6KUizaAelYXtcew3w,0.13731568998109642,4,folk
31,1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),0.7708333333333334,0.767,0.787,3,0.7448616704147273,1,0.0331,0.0163,0.583,0.0513,0.964,0.4732509003751303,5QLHGv0DfpeXLNFo7SFEy1,0.1959045368620038,4,rock
32,1979 It's Dancing Time (Full Length Album Mix),Revanche,Music Man,0.20833333333333334,0.814,0.887,7,0.8306312431358193,0,0.121,0.232,0.0174,0.332,0.746,0.46043030753194225,4HeTM95uOsZgfZkj0WKJ3P,0.4353629489603025,4,disco
33,2 In A Million,Steve Aoki,Neon Future IV,0.28125,0.629,0.867,8,0.8867998535641441,0,0.074,0.00916,1.84e-06,0.244,0.348,0.28021796256187154,65ev2pHcMjl695wjiUY21r,0.16658790170132326,4,electronic
34,2 Minutes to Midnight - 2015 Remaster,Iron Maiden,Powerslave (2015 Remaster),0.6458333333333334,0.446,0.97,9,0.8728099994770149,0,0.0508,0.00754,0.000275,0.199,0.595,0.2694821204536518,2SrVGpjv0mqCR6j9EZPSm2,0.28795274102079393,4,metal
35,2 Of Amerikaz Most Wanted,2Pac,All Eyez On Me,0.0,0.856,0.904,8,0.8780398514722033,1,0.139,0.0253,3.16e-05,0.0537,0.855,0.3007783485528459,5Ddu4AaN1VaZ1MTg1neCl7,0.1773156899810964,4,hiphop
36,2 On (feat. ScHoolboy Q),Tinashe,Aquarius,0.7291666666666666,0.742,0.595,9,0.8072799539773025,1,0.107,0.15,0.0,0.111,0.431,0.31180131201977396,3jVtllWS5CFFWLQng8sKsr,0.15885349716446126,4,R&B
37,2 Phones,Kevin Gates,Islah (Deluxe),0.6770833333333334,0.895,0.681,7,0.8659327441033418,0,0.358,0.157,0.0,0.189,0.554,0.4422854860153173,0wdKiSBUT7aZkXUIdJWcwC,0.17114083175803402,4,hiphop
38,"2 Pieces, Op. posth., B. 188: No. 1. Lullaby in G Major",Antonín Dvořák,"Dvorak: Suite in A Major, Op. 98 / Scottish Dances, Op. 41",0.5208333333333334,0.331,0.0118,7,0.24386799853564137,1,0.037,0.994,0.905,0.0762,0.0577,0.09070538227712202,0BHfePcMkm1adhUeO3PLrI,0.12554536862003782,4,orchestral
39,2 Sugar (feat. Ayra Starr),Wizkid,"More Love, Less Ego",0.7395833333333334,0.914,0.643,6,0.9026724543695414,0,0.134,0.0498,0.0,0.0618,0.764,0.3368932220634039,1DA2ADZs6O28y2rmdmpekw,0.12190359168241965,4,R&B
40,"20,000 Ft - Remix;2009 Remastered Version",Saxon,Denim and Leather (2009 Remastered Version),0.16666666666666666,0.274,0.811,8,0.7115475132053763,1,0.093,0.00154,0.286,0.24,0.204,0.5126302188988271,414viHtEKh3ih5P7wPnvFY,0.17789603024574668,4,metal
41,2045,Steve Aoki,Neon Future IV,0.21875,0.614,0.863,4,0.8793211652110244,0,0.0448,0.000457,0.643,0.342,0.488,0.4741122644512549,1yhpeYO1uzMl4cRMSqq07F,0.16935444234404537,4,electronic
42,"21 Hungarian Dances, WoO 1 - Orchestral Version: Hungarian Dance No. 11 in D minor (Orchestral Version)",Johannes Brahms,Study: 111 Peças De Música Clássica Para Estudar (Portuguese),0.3020833333333333,0.154,0.159,9,0.45157157052455416,0,0.0435,0.926,0.917,0.1,0.178,0.8091204723770526,5AQfHZaxm9AyPaSvDaS2fo,0.11192249527410209,4,orchestral
43,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",Johannes Brahms,Brahms: 21 Hungarian Dances,0.6145833333333334,0.358,0.167,7,0.5852727367815491,0,0.0354,0.899,0.96,0.103,0.601,0.5836178539550967,2oLjhx7w8Hyd3gry9cCXr7,0.0754007561436673,4,orchestral
44,21 Questions,50 Cent,Get Rich Or Die Tryin',0.7395833333333334,0.576,0.807,6,0.901469588410648,0,0.317,0.353,0.000363,0.0512,0.908,0.24313561490784028,41bIQPBE1lFN0mmw6Lmssz,0.15642155009451797,4,hiphop
45,21 Reasons (feat. Ella Henderson),Nathan Dawe,21 Reasons (feat. Ella Henderson),0.8020833333333334,0.621,0.785,6,0.8860153757648658,1,0.11,0.0165,5.92e-06,0.0512,0.779,0.45503117763449447,1RF02Cf80mTaeNXG2P2boR,0.09103969754253308,4,electronic
46,24 Hours a Day,Barbara Pennington,Northern Soul Keep the Faith,0.21875,0.656,0.627,0,0.7552952251451285,1,0.0395,0.177,0.0161,0.0736,0.89,0.46297694914831067,3hGTJe3xGgJKTR39eg6pIN,0.12599905482041587,4,disco
47,24 Hours in a Disco,Kiki Gyan,24 Hours in a Disco 1978-82,0.20833333333333334,0.706,0.827,7,0.7490455520108781,0,0.0765,0.0671,0.0412,0.236,0.788,0.46161000181011286,60eXBNIOhqkMjcZKB27ttj,0.35979867674858224,4,disco
48,24K Magic,Bruno Mars,24K Magic,0.625,0.818,0.803,1,0.8916897651796454,1,0.0797,0.034,0.0,0.153,0.632,0.3489835279724863,2gFvRmQiWg9fN9i74Q0aiw,0.1578922495274102,4,pop
49,2AM,SZA,Ctrl (Deluxe),0.6875,0.504,0.267,9,0.6459913184456879,0,0.406,0.438,0.0,0.141,0.392,0.2053978815437142,3vZGtceCbJVh5aDT4XhE0p,0.17380907372400756,4,R&B
50,2nd Circle,Federico Dubbini,The Stranger Boss: Infernum,0.0,0.138,0.125,4,0.4626850060143298,0,0.0341,0.803,0.739,0.105,0.0346,0.31045308998757887,7KJK36byGWbz2J6RmmaDKo,0.0893468809073724,3,orchestral
51,3,Britney Spears,The Essential Britney Spears,0.5,0.701,0.72,5,0.9527221379634956,0,0.0475,0.0518,0.0,0.199,0.761,0.5237031165150956,2d7fRuDlFZfKIoSuf8bhGv,0.1385633270321361,4,pop
52,"3 Gymnopédies: No. 1, Lent et douloureux",Erik Satie,Labyrinth,0.4895833333333333,0.468,0.00183,7,0.14659275142513453,1,0.0584,0.995,0.951,0.0852,0.145,0.15437766445499998,5xwizYZCXpF45lBvzBPB9R,0.14354158790170132,3,orchestral
53,3 Kings,Slim Thug,Already Platinum,0.4895833333333333,0.534,0.676,1,0.8471052769206631,1,0.344,0.0766,0.0,0.136,0.389,0.15219928719001816,72nHswSA1ycvthWo5XaUHw,0.21904253308128543,4,hiphop
54,3's Company,DRAM,What Had Happened Was…,0.40625,0.701,0.313,9,0.7238115161340934,0,0.0392,0.323,0.0037,0.117,0.344,0.5177422274375667,4aZtYr0cAYmSJgtQUurlXS,0.20500283553875237,4,R&B
55,311 (with Gwen Bunn),Jordan Ward,FORWARD,0.4270833333333333,0.363,0.249,3,0.7182678730191935,0,0.0441,0.937,0.000435,0.117,0.256,0.21153354014393516,2K4R3bKsoJV8Rm9I67ddm7,0.08727221172022684,4,R&B
56,"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto",Franz Schubert,Schubert: Impromptus Opp.90 & 142,0.5104166666666666,0.343,0.0209,8,0.2972386381465404,1,0.0398,0.987,0.922,0.126,0.0393,0.4630331250663188,4acoaqSa5dno7qMFExRG2w,0.4147826086956522,3,orchestral
57,40 Day Dream - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,Up From Below (10th Anniversary Edition) [2019 - Remaster],0.5520833333333334,0.56,0.681,2,0.8761832540139114,1,0.0485,0.102,0.0,0.0573,0.645,0.1930703884252642,4ek3pPdfvIbPxynmlisI0k,0.16423251417769377,4,folk
58,40 Days & 40 Nights (Pt. 2),Stephen Marley,"Set up Shop, Vol. 4",0.3229166666666667,0.651,0.79,9,0.875451074734585,0,0.207,0.218,0.0,0.0471,0.644,0.14913457877424147,1vhfL29bRXSpZcA0rBkiES,0.11064933837429111,4,reggae
59,42 (feat. J.Lauryn),Cash Cash,Say It Like You Feel It,0.5520833333333334,0.698,0.847,4,0.8893363317818106,0,0.0366,0.0499,0.0,0.338,0.508,0.4302201471809052,0jpY96JxnwUtXCTtvOWWZG,0.10367863894139887,4,electronic
60,432,Joep Beving,Prehension,0.28125,0.107,0.108,0,0.32704879451911506,0,0.0387,0.984,0.814,0.127,0.0551,0.1472870152486409,6gZcRVPO7nK7OWxVRnUtzg,0.18438563327032137,4,orchestral
61,4:44,JAY-Z,4:44,0.71875,0.261,0.852,9,0.8738298206160766,1,0.158,0.139,4.26e-05,0.477,0.431,0.7923176311239554,1gT5TGwbkkkUliNzHRIGi1,0.21319470699432894,4,hiphop
62,4Ever (feat. Fabolous),Lil' Mo,4 Ever (feat. Fabolous),0.5833333333333334,0.683,0.657,6,0.7247005909732754,1,0.099,0.0279,4.49e-05,0.367,0.764,0.29960489604334284,6ubNZ5edKBKH3MQKatUY3S,0.1550226843100189,4,R&B
63,5-1-5-0,Dierks Bentley,Home,0.6458333333333334,0.554,0.849,1,0.868181580461273,0,0.0357,0.0246,0.000233,0.31,0.683,0.41153853355886927,2WKCH4ISejDV9ad7iPp5XU,0.11716446124763705,4,country
64,50 Citas,Jay Wheeler,Emociones,0.4583333333333333,0.794,0.449,9,0.7511897913289054,0,0.0535,0.589,0.0,0.0818,0.363,0.2928450605763649,4v4eol181FuxBtChpbw5ow,0.08323913043478261,4,reggae
65,500 Miles High,Andy Laverne,Stan Getz in Chappaqua,0.010416666666666666,0.403,0.453,0,0.6381726897128811,1,0.038,0.578,0.637,0.127,0.288,0.2285361179943949,0zlrkYCxBbmpuHeS2liAl5,0.30229395085066163,4,jazz
66,54-46 Was My Number,The Maytals,Ska & Reggae Classics,0.46875,0.703,0.355,0,0.8007164897233409,1,0.16,0.204,9.82e-06,0.0642,0.638,0.6743918956875621,36aH0Y3Zy5jCRpVLvbXBL7,0.12460018903591683,4,reggae
67,54-46 Was My Number,Toots & The Maytals,In The Dark,0.5625,0.685,0.36,0,0.7533601799069086,1,0.0568,0.18,0.0,0.112,0.597,0.6827808327767756,1q8gelFgFYUwoWpQV7WNCe,0.13713988657844992,4,reggae
68,5Gs,Runkus,IN:SIDE,0.3541666666666667,0.882,0.709,0,0.8767323884734062,0,0.169,0.67,0.0,0.305,0.661,0.24323548320652144,6Cby4tZ2EW7ZpXOSLf6cvT,0.1610037807183365,4,reggae
69,6 Foot 7 Foot,Lil Wayne,Tha Carter IV (Complete Edition),0.7291666666666666,0.364,0.752,2,0.8616965639872392,1,0.304,0.0007,0.0,0.318,0.606,0.17514402881200417,5Qy6a5KzM4XlRxsNcGYhgH,0.1792570888468809,4,hiphop
70,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),0.7395833333333334,0.618,0.717,7,0.8536164426546728,1,0.318,0.00256,0.0,0.625,0.603,0.8675496688741722,5NQbUaeTEOGdD6hHcre0dZ,0.13020793950850662,4,hiphop
71,7 & 7,Turnpike Troubadours,Diamonds & Gasoline,0.6041666666666666,0.401,0.802,9,0.8656451022436066,1,0.0294,0.0227,0.0,0.338,0.849,0.8740598335944472,62EcdBCqjB62CxnhgBkkJT,0.2180718336483932,4,folk
72,7 Summers,Morgan Wallen,7 Summers,0.0,0.625,0.775,0,0.8677108937817061,1,0.0248,0.431,5.23e-05,0.12,0.588,0.31771850871662993,0Z0kNthq0sS4lvGz9SSlBF,0.14290170132325142,4,country
73,7 Years,Lukas Graham,7 Years,0.0,0.765,0.473,10,0.851236859996862,1,0.0514,0.287,0.0,0.391,0.34,0.43026383956157815,2vDT1uU6hZgdp3PbWGr0Xy,0.16858884688090736,4,pop
74,747 (Strangers in the Night) - 2009 Remastered Version,Saxon,Wheels of Steel (2009 Remastered Version),0.4375,0.478,0.937,0,0.8422415145651377,0,0.106,0.00771,0.0181,0.84,0.294,0.501582288357229,1EORu8Coheibl21VjHtbRg,0.22634026465028356,4,metal
75,865,Morgan Wallen,Dangerous: The Double Album,0.71875,0.532,0.584,8,0.8662726844830292,1,0.0248,0.723,0.0,0.101,0.367,0.23059590165469288,0sKEilrw1GrBlG6qsTCrP4,0.12452457466918715,4,country
76,867-5309 / Jenny (Re-Recorded),Tommy Tutone,"Disco Hits of The '70s, '80s & '90s",0.16666666666666666,0.588,0.699,7,0.7371214894618483,1,0.0589,0.0228,0.00404,0.0692,0.6,0.5403748806261742,5X6Y9XpGr6bBcoApONUGP8,0.15979867674858222,4,disco
77,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,0.78125,0.554,0.783,6,0.8506354270174155,1,0.0457,0.416,1.54e-06,0.631,0.813,0.3391215334777262,4w3tQBXhn5345eUXDGBWZG,0.09785822306238186,4,disco
78,900 Miles,Terry Callier,The New Folk Sound Of Terry Callier (Deluxe Edition),0.5104166666666666,0.311,0.249,2,0.5839129752628001,1,0.0312,0.574,5.35e-05,0.108,0.0445,0.3336350188189325,0zVduthKvT1FEsUGFWT9Xo,0.23529962192816636,4,folk
79,911,R3HAB,911,0.03125,0.683,0.798,11,0.7879556508550808,0,0.0509,0.0713,0.104,0.0696,0.133,0.32757426144272245,523v8nuwdcPBsgpluw2ukl,0.06593856332703213,1,electronic
80,93 Million Miles,Jason Mraz,Love Is a Four Letter Word,0.6666666666666666,0.572,0.454,3,0.7346896082840855,1,0.0258,0.477,1.37e-05,0.0974,0.515,0.5562851489598092,38jy6kRlPt8z1GUS9WXeNh,0.14882230623818526,4,pop
81,99 Problems,JAY-Z,The Black Album,0.6666666666666666,0.494,0.887,6,0.8912975262800064,0,0.398,0.00661,0.0,0.103,0.548,0.2402768848580934,7sLpSWxQazJzDVG6YGzlVs,0.16606238185255198,4,hiphop
82,A Dangerous Meeting,Mercyful Fate,Don't Break the Oath,0.0,0.258,0.929,4,0.7533863291668846,0,0.0688,0.00972,0.414,0.34,0.494,0.5448252616861514,0XazvXRtIb75Ljr6OjQGmX,0.23991209829867674,4,metal
83,A Day In The Life,Wes Montgomery,A Day In The Life,0.5416666666666666,0.483,0.364,9,0.7217718738559699,0,0.0265,0.564,0.299,0.0542,0.349,0.29577245008145503,5FBf12F4ry9TXoZAvISu6F,0.2750226843100189,4,jazz
84,A Different Way (with Lauv),DJ Snake,A Different Way (with Lauv),0.6458333333333334,0.784,0.757,8,0.9013649913707442,1,0.0384,0.495,1.18e-06,0.142,0.587,0.33666227662270376,1YMBg7rOjxzbya0fPOYfNX,0.13171361058601133,4,electronic
85,A Different World,Bucky Covington,Bucky Covington,0.5625,0.62,0.686,9,0.8722085664975681,1,0.0276,0.0327,0.0,0.101,0.464,0.4862525045096778,0E0B8a7LSVgbQL160oUnwO,0.14143667296786389,4,country
86,A Dream,Xavier Omär,b l u r r,0.4583333333333333,0.765,0.635,2,0.7629046597981277,1,0.143,0.27,0.0,0.0983,0.59,0.3800176017876425,0Ntl87gyxtztbpfK8hfqQr,0.09673062381852551,5,R&B
87,A Fifth of Beethoven,Saturday Night Fever,"Disco Hits of The '70s, '80s & '90s",0.23958333333333334,0.628,0.588,10,0.7432142670362428,1,0.0336,0.0538,0.693,0.18,0.923,0.3554250332374181,1yZLRUuMs8sOvFCXyhUeWq,0.11828449905482041,4,disco
88,A Foggy Day,Barney Kessel,Plays the American Songbook,0.0,0.614,0.02,7,0.33753464776946807,1,0.055,0.986,0.382,0.112,0.0813,0.22726279718621065,23GRoSMTPKyDcJ1PrUyCp5,0.12695652173913044,4,jazz
90,A Girl Like You,Easton Corbin,A Girl Like You,0.5416666666666666,0.735,0.768,5,0.8864860624444327,1,0.0353,0.0197,0.0,0.0643,0.83,0.33663106777936597,3AsNVBJ7LHsltdu9490ZiS,0.15019565217391304,4,country
91,A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),0.6770833333333334,0.59,0.805,0,0.8341875424925475,1,0.0371,0.137,0.0,0.0996,0.797,0.5458738788223031,5J2CHimS7dWYMImCHkEFaJ,0.09004442344045369,4,rock
92,A Horse with No Name,America,America,0.78125,0.654,0.506,11,0.5544166100099367,0,0.0535,0.686,0.0155,0.155,0.831,0.45015635630512263,54eZmuggBFJbV7k248bTTt,0.18270982986767487,4,folk
93,A Kind Of Magic - Remastered 2011,Queen,A Kind of Magic (Deluxe Remastered Version),0.5416666666666666,0.671,0.775,9,0.8500862925579207,1,0.0354,0.018,0.00283,0.121,0.695,0.4934867143953911,1LFK84nUerBbYfFd1LmnTm,0.19406427221172023,4,disco
94,A Kiss To Build A Dream On,Louis Armstrong,The Best Of The Decca Years Volume One: The Singer,0.0,0.703,0.0907,0,0.6535746038387114,1,0.0695,0.863,0.0,0.321,0.412,0.23077691294605238,5PLUw46m8RDInYpxf3ddID,0.11654725897920605,4,jazz
95,A Kiss To Build A Dream On - Single Version,Louis Armstrong,Satchmo Serenades,0.6145833333333334,0.723,0.0811,0,0.6346163903561529,1,0.0631,0.779,0.0,0.509,0.36,0.2308518141700632,5y8zb3grlQonjdqd27K39T,0.11584120982986768,4,jazz
96,A Link to the Past,IMAscore,Reaching for the Horizon,0.07291666666666667,0.165,0.581,5,0.7014538988546624,1,0.0488,0.197,0.95,0.0985,0.0811,0.19584173371366512,6orcbXURd3XJkXuaYX0dVZ,0.09888563327032136,4,orchestral
97,A Little Love - Radio Edit,Aurra,A Little Love,0.3541666666666667,0.723,0.948,0,0.8785889859316981,1,0.0579,0.049,3.26e-05,0.184,0.961,0.41501519870670556,0d3MNrePFGENAawn9UuMOo,0.14111909262759925,4,disco
98,A Little More Country Than That,Easton Corbin,Easton Corbin,0.6041666666666666,0.64,0.6,11,0.7805031117619372,1,0.0318,0.0795,1.5e-06,0.106,0.593,0.21165837551728653,7LrZ3SczM7zlUkVlhevPp2,0.10708317580340265,4,country
99,A Long Story,Rudy Mills,Reggae Hits,0.28125,0.748,0.602,10,0.9098112023429737,1,0.0421,0.405,0.00368,0.283,0.912,0.183108525631823,0bhm8fwHLh1OQlvL1ey71e,0.1256616257088847,4,reggae
100,A Long Way,Luke Combs,This One's for You Too (Deluxe Edition),0.5833333333333334,0.483,0.713,2,0.8722085664975681,1,0.0295,0.0194,0.000144,0.316,0.595,0.6918626061880894,3z1QH1O1h15lFROjcECqgi,0.1496663516068053,4,country
101,A Love Song for Bobby Long,Grayson Capps,If You Knew My Mind,0.3958333333333333,0.473,0.25,7,0.6730819517807646,1,0.105,0.865,3.25e-06,0.107,0.46,0.09772113025947035,5Ngtz0zVpq2Wf7EtvzZfKk,0.22170132325141778,3,folk
102,A Love Supreme Part I: Acknowledgement,John Coltrane Quartet,Best of Free Jazz,0.0,0.369,0.596,5,0.6512211704408765,0,0.0583,0.508,2.21e-06,0.369,0.53,0.4620656509228455,5z7iBVdumnYtPZw5tDXB2E,0.3816257088846881,4,jazz
103,"A Love Supreme, Pt. I – Acknowledgement",John Coltrane,A Love Supreme,0.5,0.37,0.586,5,0.651482663040636,0,0.0581,0.485,1.96e-06,0.348,0.519,0.4401320758250057,0CLbmkYmQIWiEwnsbOkLpd,0.38179017013232514,4,jazz
104,"A Love Supreme, Pt. II - Resolution",John Coltrane,A Love Supreme,0.4375,0.341,0.57,8,0.6974530620783431,1,0.0673,0.581,0.0,0.0966,0.392,0.24152523859160735,7unF2ARDGldwWxZWCmlwDM,0.3581351606805293,4,jazz
105,"A Love Supreme, Pt. IV - Psalm",John Coltrane,A Love Supreme,0.40625,0.381,0.313,7,0.6937398671617593,0,0.0312,0.897,0.0432,0.135,0.376,0.47466778186266856,5FLQmLjjeNIuC8U5mDnXC8,0.34402079395085067,4,jazz
