name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre
151 Rum,JID,DiCaprio 2,0.7083333333333334,0.756,0.867,7,0.915776757670935,1,0.162,0.155,0.00285,0.33,0.666,0.6152458938798694,22WV03i2lBbwNVCE1g671p,0.09248298676748583,4,hiphop
16 Days,Whiskeytown,Strangers Almanac,0.4791666666666667,0.574,0.72,0,0.8447692679391158,1,0.0508,0.265,9.88e-06,0.0998,0.406,0.603744024234392,3aFMz2anc9vurZw6bPunI6,0.16610018903591683,4,folk
17,MK,17,0.6354166666666666,0.703,0.832,0,0.8293790770717565,0,0.0689,0.00149,0.127,0.0696,0.667,0.5775973872296114,15DwFznkBJir7AK9PyMyRR,0.13001512287334593,4,electronic
1865 (96º In The Shade),Third World,96 Degrees In The Shade,0.5208333333333334,0.918,0.393,7,0.6146895385358783,1,0.15,0.0314,0.000153,0.0269,0.803,0.624035594263265,2Jko3yQgktaKnFcmyLv3g7,0.19744234404536862,4,reggae
19 Somethin' - Greatest Hits Version,Mark Wills,Greatest Hits,0.6041666666666666,0.58,0.816,4,0.8785938632519933,1,0.0726,0.132,0.0,0.0776,0.814,0.4257017087139679,0ElpjZyX8YBiXuYcDC1Ci9,0.1337750472589792,4,country
19 You + Me,Dan + Shay,Where It All Began,0.5520833333333334,0.493,0.67,6,0.8794153177095917,1,0.0298,0.319,0.0,0.102,0.451,0.7194064467269371,7ongSdLv28Z27WeCrzZXwB,0.14978638941398867,3,country
1952 Vincent Black Lightning,Richard Thompson,Rumor And Sigh,0.5625,0.488,0.209,10,0.5310703068374004,1,0.0369,0.374,5.05e-06,0.103,0.362,0.5709755289440053,1KueOLeUZpaNRK2InckxVT,0.21224952741020794,4,folk
1957,Milo Greene,Milo Greene,0.59375,0.388,0.595,1,0.7666344527663688,1,0.0325,0.663,5.58e-05,0.178,0.596,0.8995266720310503,08cXy6KUizaAelYXtcew3w,0.13731568998109642,4,folk
1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),0.7708333333333334,0.767,0.787,3,0.7642667310944673,1,0.0331,0.0163,0.583,0.0513,0.964,0.6005537937236711,5QLHGv0DfpeXLNFo7SFEy1,0.1959045368620038,4,rock
1979 It's Dancing Time (Full Length Album Mix),Revanche,Music Man,0.20833333333333334,0.814,0.887,7,0.8435129258274946,0,0.121,0.232,0.0174,0.332,0.746,0.5908316372414446,4HeTM95uOsZgfZkj0WKJ3P,0.4353629489603025,4,disco
2 In A Million,Steve Aoki,Neon Future IV,0.28125,0.629,0.867,8,0.8954095192075381,0,0.074,0.00916,1.84e-06,0.244,0.348,0.45417238604629145,65ev2pHcMjl695wjiUY21r,0.16658790170132326,4,electronic
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,Powerslave (2015 Remaster),0.6458333333333334,0.446,0.97,9,0.8824836917129742,0,0.0508,0.00754,0.000275,0.199,0.595,0.4460311449803569,2SrVGpjv0mqCR6j9EZPSm2,0.28795274102079393,4,metal
2 Of Amerikaz Most Wanted,2Pac,All Eyez On Me,0.0,0.856,0.904,8,0.8873157767576709,1,0.139,0.0253,3.16e-05,0.0537,0.855,0.4697638093434941,5Ddu4AaN1VaZ1MTg1neCl7,0.1773156899810964,4,hiphop
2 On (feat. ScHoolboy Q),Tinashe,Aquarius,0.7291666666666666,0.742,0.595,9,0.8219376661029235,1,0.107,0.15,0.0,0.111,0.431,0.47812278127514557,3jVtllWS5CFFWLQng8sKsr,0.15885349716446126,4,R&B
2 Phones,Kevin Gates,Islah (Deluxe),0.6770833333333334,0.895,0.681,7,0.8761294998791979,0,0.358,0.157,0.0,0.189,0.554,0.5770719931840772,0wdKiSBUT7aZkXUIdJWcwC,0.17114083175803402,4,hiphop
"2 Pieces, Op. posth., B. 188: No. 1. Lullaby in G Major",Antonín Dvořák,"Dvorak: Suite in A Major, Op. 98 / Scottish Dances, Op. 41",0.5208333333333334,0.331,0.0118,7,0.3013771442377386,1,0.037,0.994,0.905,0.0762,0.0577,0.310460548113788,0BHfePcMkm1adhUeO3PLrI,0.12554536862003782,4,orchestral
2 Sugar (feat. Ayra Starr),Wizkid,"More Love, Less Ego",0.7395833333333334,0.914,0.643,6,0.9100748973181928,0,0.134,0.0498,0.0,0.0618,0.764,0.4971505656269229,1DA2ADZs6O28y2rmdmpekw,0.12190359168241965,4,R&B
"20,000 Ft - Remix;2009 Remastered Version",Saxon,Denim and Leather (2009 Remastered Version),0.16666666666666666,0.274,0.811,8,0.7334863493597488,1,0.093,0.00154,0.286,0.24,0.204,0.6304160552847067,414viHtEKh3ih5P7wPnvFY,0.17789603024574668,4,metal
2045,Steve Aoki,Neon Future IV,0.21875,0.614,0.863,4,0.8884996375936216,0,0.0448,0.000457,0.643,0.342,0.488,0.6012069863208217,1yhpeYO1uzMl4cRMSqq07F,0.16935444234404537,4,electronic
"21 Hungarian Dances, WoO 1 - Orchestral Version: Hungarian Dance No. 11 in D minor (Orchestral Version)",Johannes Brahms,Study: 111 Peças De Música Clássica Para Estudar (Portuguese),0.3020833333333333,0.154,0.159,9,0.4932834017878715,0,0.0435,0.926,0.917,0.1,0.178,0.8552515738154967,5AQfHZaxm9AyPaSvDaS2fo,0.11192249527410209,4,orchestral
"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",Johannes Brahms,Brahms: 21 Hungarian Dances,0.6145833333333334,0.358,0.167,7,0.6168156559555449,0,0.0354,0.899,0.96,0.103,0.601,0.6842476451933545,2oLjhx7w8Hyd3gry9cCXr7,0.0754007561436673,4,orchestral
21 Questions,50 Cent,Get Rich Or Die Tryin',0.7395833333333334,0.576,0.807,6,0.9089635177579125,0,0.317,0.353,0.000363,0.0512,0.908,0.42605197141099066,41bIQPBE1lFN0mmw6Lmssz,0.15642155009451797,4,hiphop
21 Reasons (feat. Ella Henderson),Nathan Dawe,21 Reasons (feat. Ella Henderson),0.8020833333333334,0.621,0.785,6,0.8946847064508335,1,0.11,0.0165,5.92e-06,0.0512,0.779,0.5867373503100297,1RF02Cf80mTaeNXG2P2boR,0.09103969754253308,4,electronic
24 Hours a Day,Barbara Pennington,Northern Soul Keep the Faith,0.21875,0.656,0.627,0,0.7739067407586374,1,0.0395,0.177,0.0161,0.0736,0.89,0.5927628153547593,3hGTJe3xGgJKTR39eg6pIN,0.12599905482041587,4,disco
24 Hours in a Disco,Kiki Gyan,24 Hours in a Disco 1978-82,0.20833333333333334,0.706,0.827,7,0.7681323991302247,0,0.0765,0.0671,0.0412,0.236,0.788,0.5917262271027595,60eXBNIOhqkMjcZKB27ttj,0.35979867674858224,4,disco
24K Magic,Bruno Mars,24K Magic,0.625,0.818,0.803,1,0.8999275187243296,1,0.0797,0.034,0.0,0.153,0.632,0.5063189283854783,2gFvRmQiWg9fN9i74Q0aiw,0.1578922495274102,4,pop
2AM,SZA,Ctrl (Deluxe),0.6875,0.504,0.267,9,0.6729161633244745,0,0.406,0.438,0.0,0.141,0.392,0.39743456240829267,3vZGtceCbJVh5aDT4XhE0p,0.17380907372400756,4,R&B
2nd Circle,Federico Dubbini,The Stranger Boss: Infernum,0.0,0.138,0.125,4,0.5035515825078521,0,0.0341,0.803,0.739,0.105,0.0346,0.4771003928622142,7KJK36byGWbz2J6RmmaDKo,0.0893468809073724,3,orchestral
3,Britney Spears,The Essential Britney Spears,0.5,0.701,0.72,5,0.9563179511959411,0,0.0475,0.0518,0.0,0.199,0.761,0.6388128934538742,2d7fRuDlFZfKIoSuf8bhGv,0.1385633270321361,4,pop
"3 Gymnopédies: No. 1, Lent et douloureux",Erik Satie,Labyrinth,0.4895833333333333,0.468,0.00183,7,0.2115003624063783,1,0.0584,0.995,0.951,0.0852,0.145,0.35874473422634545,5xwizYZCXpF45lBvzBPB9R,0.14354158790170132,3,orchestral
3 Kings,Slim Thug,Already Platinum,0.4895833333333333,0.534,0.676,1,0.8587339937182894,1,0.344,0.0766,0.0,0.136,0.389,0.357092819614711,72nHswSA1ycvthWo5XaUHw,0.21904253308128543,4,hiphop
3's Company,DRAM,What Had Happened Was…,0.40625,0.701,0.313,9,0.7448175887895627,0,0.0392,0.323,0.0037,0.117,0.344,0.6342926113504047,4aZtYr0cAYmSJgtQUurlXS,0.20500283553875237,4,R&B
311 (with Gwen Bunn),Jordan Ward,FORWARD,0.4270833333333333,0.363,0.249,3,0.739695578642184,0,0.0441,0.937,0.000435,0.117,0.256,0.40208737634306807,2K4R3bKsoJV8Rm9I67ddm7,0.08727221172022684,4,R&B
"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto",Franz Schubert,Schubert: Impromptus Opp.90 & 142,0.5104166666666666,0.343,0.0209,8,0.3506885721188693,1,0.0398,0.987,0.922,0.126,0.0393,0.5928054148719648,4acoaqSa5dno7qMFExRG2w,0.4147826086956522,3,orchestral
40 Day Dream - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,Up From Below (10th Anniversary Edition) [2019 - Remaster],0.5520833333333334,0.56,0.681,2,0.8856003865668036,1,0.0485,0.102,0.0,0.0573,0.645,0.3880863350215364,4ek3pPdfvIbPxynmlisI0k,0.16423251417769377,4,folk
40 Days & 40 Nights (Pt. 2),Stephen Marley,"Set up Shop, Vol. 4",0.3229166666666667,0.651,0.79,9,0.8849238946605461,0,0.207,0.218,0.0,0.0471,0.644,0.35476877928716805,1vhfL29bRXSpZcA0rBkiES,0.11064933837429111,4,reggae
42 (feat. J.Lauryn),Cash Cash,Say It Like You Feel It,0.5520833333333334,0.698,0.847,4,0.897753080454216,0,0.0366,0.0499,0.0,0.338,0.508,0.5679225635442798,0jpY96JxnwUtXCTtvOWWZG,0.10367863894139887,4,electronic
432,Joep Beving,Prehension,0.28125,0.107,0.108,0,0.378231456873641,0,0.0387,0.984,0.814,0.127,0.0551,0.353367728499077,6gZcRVPO7nK7OWxVRnUtzg,0.18438563327032137,4,orchestral
4:44,JAY-Z,4:44,0.71875,0.261,0.852,9,0.88342594829669,1,0.158,0.139,4.26e-05,0.477,0.431,0.8425095848913713,1gT5TGwbkkkUliNzHRIGi1,0.21319470699432894,4,hiphop
4Ever (feat. Fabolous),Lil' Mo,4 Ever (feat. Fabolous),0.5833333333333334,0.683,0.657,6,0.7456390432471612,1,0.099,0.0279,4.49e-05,0.367,0.764,0.46887395276186866,6ubNZ5edKBKH3MQKatUY3S,0.1550226843100189,4,R&B
5-1-5-0,Dierks Bentley,Home,0.6458333333333334,0.554,0.849,1,0.8782072964484176,0,0.0357,0.0246,0.000233,0.31,0.683,0.5537558574336158,2WKCH4ISejDV9ad7iPp5XU,0.11716446124763705,4,country
50 Citas,Jay Wheeler,Emociones,0.4583333333333333,0.794,0.449,9,0.7701135539985504,0,0.0535,0.589,0.0,0.0818,0.363,0.4637478108581436,4v4eol181FuxBtChpbw5ow,0.08323913043478261,4,reggae
500 Miles High,Andy Laverne,Stan Getz in Chappaqua,0.010416666666666666,0.403,0.453,0,0.6656921961826529,1,0.038,0.578,0.637,0.127,0.288,0.4149808302172575,0zlrkYCxBbmpuHeS2liAl5,0.30229395085066163,4,jazz
54-46 Was My Number,The Maytals,Ska & Reggae Classics,0.46875,0.703,0.355,0,0.8158733993718289,1,0.16,0.204,9.82e-06,0.0642,0.638,0.7530837317177073,36aH0Y3Zy5jCRpVLvbXBL7,0.12460018903591683,4,reggae
54-46 Was My Number,Toots & The Maytals,In The Dark,0.5625,0.685,0.36,0,0.7721188692920996,1,0.0568,0.18,0.0,0.112,0.597,0.759445259620391,1q8gelFgFYUwoWpQV7WNCe,0.13713988657844992,4,reggae
5Gs,Runkus,IN:SIDE,0.3541666666666667,0.882,0.709,0,0.8861077554964968,0,0.169,0.67,0.0,0.305,0.661,0.4261277038860226,6Cby4tZ2EW7ZpXOSLf6cvT,0.1610037807183365,4,reggae
6 Foot 7 Foot,Lil Wayne,Tha Carter IV (Complete Edition),0.7291666666666666,0.364,0.752,2,0.8722155109929934,1,0.304,0.0007,0.0,0.318,0.606,0.3744923557533014,5Qy6a5KzM4XlRxsNcGYhgH,0.1792570888468809,4,hiphop
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),0.7395833333333334,0.618,0.717,7,0.864749939598937,1,0.318,0.00256,0.0,0.625,0.603,0.8995598049888768,5NQbUaeTEOGdD6hHcre0dZ,0.13020793950850662,4,hiphop
7 & 7,Turnpike Troubadours,Diamonds & Gasoline,0.6041666666666666,0.401,0.802,9,0.8758637352017395,1,0.0294,0.0227,0.0,0.338,0.849,0.9044966157050219,62EcdBCqjB62CxnhgBkkJT,0.2180718336483932,4,folk
7 Summers,Morgan Wallen,7 Summers,0.0,0.625,0.775,0,0.8777724087943949,1,0.0248,0.431,5.23e-05,0.12,0.588,0.48260993042078854,0Z0kNthq0sS4lvGz9SSlBF,0.14290170132325142,4,country
7 Years,Lukas Graham,7 Years,0.0,0.765,0.473,10,0.8625513409035999,1,0.0514,0.287,0.0,0.391,0.34,0.5679556965021063,2vDT1uU6hZgdp3PbWGr0Xy,0.16858884688090736,4,pop
747 (Strangers in the Night) - 2009 Remastered Version,Saxon,Wheels of Steel (2009 Remastered Version),0.4375,0.478,0.937,0,0.8542401546267214,0,0.106,0.00771,0.0181,0.84,0.294,0.6220381502342973,1EORu8Coheibl21VjHtbRg,0.22634026465028356,4,metal
865,Morgan Wallen,Dangerous: The Double Album,0.71875,0.532,0.584,8,0.8764435854071032,1,0.0248,0.723,0.0,0.101,0.367,0.41654281251479147,0sKEilrw1GrBlG6qsTCrP4,0.12452457466918715,4,country
867-5309 / Jenny (Re-Recorded),Tommy Tutone,"Disco Hits of The '70s, '80s & '90s",0.16666666666666666,0.588,0.699,7,0.7571152452283161,1,0.0589,0.0228,0.00404,0.0692,0.6,0.6514554835045203,5X6Y9XpGr6bBcoApONUGP8,0.15979867674858222,4,disco
9 to 5,Dolly Parton,9 To 5 And Odd Jobs,0.78125,0.554,0.783,6,0.8619956511234597,1,0.0457,0.416,1.54e-06,0.631,0.813,0.4988403464760732,4w3tQBXhn5345eUXDGBWZG,0.09785822306238186,4,disco
900 Miles,Terry Callier,The New Folk Sound Of Terry Callier (Deluxe Edition),0.5104166666666666,0.311,0.249,2,0.6155593138439237,1,0.0312,0.574,5.35e-05,0.108,0.0445,0.4946797936290055,0zVduthKvT1FEsUGFWT9Xo,0.23529962192816636,4,folk
911,R3HAB,911,0.03125,0.683,0.798,11,0.8040831118627687,0,0.0509,0.0713,0.104,0.0696,0.133,0.4900837790505041,523v8nuwdcPBsgpluw2ukl,0.06593856332703213,1,electronic
93 Million Miles,Jason Mraz,Love Is a Four Letter Word,0.6666666666666666,0.572,0.454,3,0.754868325682532,1,0.0258,0.477,1.37e-05,0.0974,0.515,0.6635206134330477,38jy6kRlPt8z1GUS9WXeNh,0.14882230623818526,4,pop
99 Problems,JAY-Z,The Black Album,0.6666666666666666,0.494,0.887,6,0.8995651123459774,0,0.398,0.00661,0.0,0.103,0.548,0.42388412931320113,7sLpSWxQazJzDVG6YGzlVs,0.16606238185255198,4,hiphop
A Dangerous Meeting,Mercyful Fate,Don't Break the Oath,0.0,0.258,0.929,4,0.7721430297173231,0,0.0688,0.00972,0.414,0.34,0.494,0.6548303119231316,0XazvXRtIb75Ljr6OjQGmX,0.23991209829867674,4,metal
A Day In The Life,Wes Montgomery,A Day In The Life,0.5416666666666666,0.483,0.364,9,0.742933075622131,0,0.0265,0.564,0.299,0.0542,0.349,0.4659677190325176,5FBf12F4ry9TXoZAvISu6F,0.2750226843100189,4,jazz
A Different Way (with Lauv),DJ Snake,A Different Way (with Lauv),0.6458333333333334,0.784,0.757,8,0.9088668760570187,1,0.0384,0.495,1.18e-06,0.142,0.587,0.49697543427841145,1YMBg7rOjxzbya0fPOYfNX,0.13171361058601133,4,electronic
A Different World,Bucky Covington,Bucky Covington,0.5625,0.62,0.686,9,0.881928001932834,1,0.0276,0.0327,0.0,0.101,0.464,0.610413215316893,0E0B8a7LSVgbQL160oUnwO,0.14143667296786389,4,country
A Dream,Xavier Omär,b l u r r,0.4583333333333333,0.765,0.635,2,0.7809374244986712,1,0.143,0.27,0.0,0.0983,0.59,0.5298527950016566,0Ntl87gyxtztbpfK8hfqQr,0.09673062381852551,5,R&B
A Fifth of Beethoven,Saturday Night Fever,"Disco Hits of The '70s, '80s & '90s",0.23958333333333334,0.628,0.588,10,0.7627446243053878,1,0.0336,0.0538,0.693,0.18,0.923,0.511203673025039,1yZLRUuMs8sOvFCXyhUeWq,0.11828449905482041,4,disco
A Foggy Day,Barney Kessel,Plays the American Songbook,0.0,0.614,0.02,7,0.38791978738825805,1,0.055,0.986,0.382,0.112,0.0813,0.4140152411606001,23GRoSMTPKyDcJ1PrUyCp5,0.12695652173913044,4,jazz
A Gift Of A Thistle,James Horner,Braveheart (Original Motion Picture Soundtrack),0.6041666666666666,0.0828,0.012,9,0.13251993235080936,0,0.0451,0.9,0.812,0.0875,0.0578,0.8041605528470678,3Yvi5NkUrSppVwrMHYkB6u,0.03661058601134216,3,orchestral
A Girl Like You,Easton Corbin,A Girl Like You,0.5416666666666666,0.735,0.768,5,0.8951195941048562,1,0.0353,0.0197,0.0,0.0643,0.83,0.496951767879964,3AsNVBJ7LHsltdu9490ZiS,0.15019565217391304,4,country
A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),0.6770833333333334,0.59,0.805,0,0.8467987436578883,1,0.0371,0.137,0.0,0.0996,0.797,0.655625502910967,5J2CHimS7dWYMImCHkEFaJ,0.09004442344045369,4,rock
A Horse with No Name,America,America,0.78125,0.654,0.506,11,0.5883063541918339,0,0.0535,0.686,0.0155,0.155,0.831,0.5830406588725328,54eZmuggBFJbV7k248bTTt,0.18270982986767487,4,folk
A Kind Of Magic - Remastered 2011,Queen,A Kind of Magic (Deluxe Remastered Version),0.5416666666666666,0.671,0.775,9,0.8614882821937667,1,0.0354,0.018,0.00283,0.121,0.695,0.61589908647702,1LFK84nUerBbYfFd1LmnTm,0.19406427221172023,4,disco
A Kiss To Build A Dream On,Louis Armstrong,The Best Of The Decca Years Volume One: The Singer,0.0,0.703,0.0907,0,0.6799226866392849,1,0.0695,0.863,0.0,0.321,0.412,0.41668007762578685,5PLUw46m8RDInYpxf3ddID,0.11654725897920605,4,jazz
A Kiss To Build A Dream On - Single Version,Louis Armstrong,Satchmo Serenades,0.6145833333333334,0.723,0.0811,0,0.662406378352259,1,0.0631,0.779,0.0,0.509,0.36,0.41673687698206086,5y8zb3grlQonjdqd27K39T,0.11584120982986768,4,jazz
A Link to the Past,IMAscore,Reaching for the Horizon,0.07291666666666667,0.165,0.581,5,0.7241604252234839,1,0.0488,0.197,0.95,0.0985,0.0811,0.390187911203673,6orcbXURd3XJkXuaYX0dVZ,0.09888563327032136,4,orchestral
A Little Love - Radio Edit,Aurra,A Little Love,0.3541666666666667,0.723,0.948,0,0.8878231456873641,1,0.0579,0.049,3.26e-05,0.184,0.961,0.5563922942206655,0d3MNrePFGENAawn9UuMOo,0.14111909262759925,4,disco
A Little More Country Than That,Easton Corbin,Easton Corbin,0.6041666666666666,0.64,0.6,11,0.7971973906740759,1,0.0318,0.0795,1.5e-06,0.106,0.593,0.402182041936858,7LrZ3SczM7zlUkVlhevPp2,0.10708317580340265,4,country
A Long Story,Rudy Mills,Reggae Hits,0.28125,0.748,0.602,10,0.9166706934042039,1,0.0421,0.405,0.00368,0.283,0.912,0.3805320206370994,0bhm8fwHLh1OQlvL1ey71e,0.1256616257088847,4,reggae
A Long Way,Luke Combs,This One's for You Too (Deluxe Edition),0.5833333333333334,0.483,0.713,2,0.881928001932834,1,0.0295,0.0194,0.000144,0.316,0.595,0.7663321815686088,3z1QH1O1h15lFROjcECqgi,0.1496663516068053,4,country
A Love Song for Bobby Long,Grayson Capps,If You Knew My Mind,0.3958333333333333,0.473,0.25,7,0.697946363856004,1,0.105,0.865,3.25e-06,0.107,0.46,0.3157807544847825,5Ngtz0zVpq2Wf7EtvzZfKk,0.22170132325141778,3,folk
A Love Supreme Part I: Acknowledgement,John Coltrane Quartet,Best of Free Jazz,0.0,0.369,0.596,5,0.6777482483691712,0,0.0583,0.508,2.21e-06,0.369,0.53,0.5920717565200928,5z7iBVdumnYtPZw5tDXB2E,0.3816257088846881,4,jazz
"A Love Supreme, Pt. I – Acknowledgement",John Coltrane,A Love Supreme,0.5,0.37,0.586,5,0.6779898526214062,0,0.0581,0.485,1.96e-06,0.348,0.519,0.5754390116912008,0CLbmkYmQIWiEwnsbOkLpd,0.38179017013232514,4,jazz
"A Love Supreme, Pt. II - Resolution",John Coltrane,A Love Supreme,0.4375,0.341,0.57,8,0.7204638801642909,1,0.0673,0.581,0.0,0.0966,0.392,0.4248307852511005,7unF2ARDGldwWxZWCmlwDM,0.3581351606805293,4,jazz
"A Love Supreme, Pt. IV - Psalm",John Coltrane,A Love Supreme,0.40625,0.381,0.313,7,0.7170330997825561,0,0.0312,0.897,0.0432,0.135,0.376,0.6016282482131868,5FLQmLjjeNIuC8U5mDnXC8,0.34402079395085067,4,jazz
A Lovely Way To Spend An Evening,Curtis Fuller,The Opener (Remastered),0.375,0.574,0.154,5,0.6240396230973665,1,0.0385,0.977,0.853,0.116,0.387,0.5534008614569035,0nEqVExhmcXgfArSMMnwFo,0.33497164461247636,4,jazz
